frame,timestamp_s,inference_ms,fps,n_detections,labels
198,26.86,75.78,12.76,3,cup;cup;person
199,26.993,75.46,12.78,2,cup;person
200,27.129,78.23,12.77,3,cup;cup;person
201,27.258,73.74,12.79,2,cup;person
202,27.392,74.37,12.81,3,cup;cup;person
203,27.527,75.8,12.83,2,cup;person
204,27.664,78.91,12.83,3,cup;cup;person
205,27.797,78.24,12.84,2,cup;person
206,27.93,78.06,12.84,2,cup;person
207,28.062,77.2,12.84,3,cup;person;cup
208,28.195,76.37,12.84,2,cup;person
209,28.33,78.33,12.85,1,person
210,28.464,78.97,12.85,2,cup;person
211,28.598,79.29,12.84,2,cup;person
212,28.73,77.48,12.86,1,person
213,28.867,81.29,12.84,3,cup;bottle;bottle
214,28.998,79.22,12.84,0,
215,29.134,81.22,12.83,0,
216,29.268,82.16,12.83,4,cell phone;bottle;person;person
217,29.398,78.46,12.83,2,person;bottle
218,29.53,77.34,12.85,1,bottle
219,29.664,77.9,12.86,1,bottle
220,29.8,79.97,12.87,1,bottle
221,29.934,80.31,12.88,1,bottle
222,30.067,80.54,12.87,1,bottle
223,30.201,80.7,12.84,0,
224,30.336,82.08,12.81,2,bottle;bottle
225,30.466,79.06,12.8,1,bottle
226,30.6,80.02,12.77,0,
227,30.735,81.24,12.72,3,bottle;bottle;person
228,30.865,77.89,12.71,4,bottle;bottle;bottle;person
229,30.996,75.09,12.71,4,person;bottle;bottle;person
230,31.131,76.67,12.72,3,bottle;person;bottle
231,31.264,76.72,12.71,4,person;bottle;person;bottle
232,31.397,75.94,12.7,3,bottle;person;bottle
233,31.532,77.77,12.69,4,person;bottle;person;bottle
234,31.663,75.88,12.7,4,person;bottle;bottle;bottle
235,31.796,75.36,12.72,4,person;person;bottle;bottle
236,31.93,75.84,12.73,3,person;bottle;bottle
237,32.064,75.51,12.74,5,person;bottle;person;bottle;bottle
238,32.197,75.68,12.74,3,person;bottle;bottle
239,32.331,76.34,12.76,2,bottle;bottle
240,32.463,74.41,12.78,2,bottle;bottle
241,32.595,73.39,12.81,3,bottle;bottle;person
242,32.733,77.3,12.81,3,person;bottle;person
243,32.866,77.43,12.83,5,person;bottle;person;person;person
244,32.997,75.05,12.86,3,bottle;person;person
245,33.13,74.35,12.9,4,bottle;person;person;person
246,33.264,75.25,12.93,5,bottle;person;bottle;person;person
247,33.399,77.1,12.94,4,bottle;person;bottle;person
248,33.533,77.03,12.94,4,bottle;person;bottle;person
249,33.664,74.91,12.96,1,person
250,33.802,78.75,12.97,1,person
251,33.935,79.08,12.97,1,bottle
252,34.07,80.18,12.98,1,bottle
253,34.205,81.91,12.97,2,bottle;bottle
254,34.335,79.02,12.99,1,bottle
255,34.466,76.86,13.0,1,bottle
256,34.602,78.92,13.0,2,cup;bottle
257,34.735,78.88,13.02,2,cup;person
258,34.869,78.85,13.01,2,person;cup
259,35.002,78.76,12.99,1,person
260,35.135,78.25,12.98,3,cell phone;cup;person
261,35.268,77.6,12.98,2,cup;person
262,35.402,78.41,12.96,2,cup;person
263,35.536,78.07,12.96,1,person
264,35.671,80.03,12.94,2,cup;person
265,35.804,79.68,12.92,2,cup;person
266,35.936,78.66,12.9,2,person;person
267,36.069,77.67,12.89,2,cup;person
268,36.202,77.09,12.88,3,cup;person;cell phone
269,36.336,77.61,12.87,2,person;person
270,36.469,77.75,12.85,2,bottle;person
271,36.604,78.96,12.82,1,person
272,36.737,78.77,12.82,1,person
273,36.872,80.21,12.8,1,person
274,37.006,80.69,12.77,1,person
275,37.137,78.97,12.74,2,person;bottle
276,37.271,79.34,12.72,2,bottle;person
277,37.403,77.75,12.72,2,bottle;person
278,37.538,78.92,12.71,2,bottle;person
279,37.672,79.27,12.69,2,bottle;person
280,37.803,77.32,12.69,2,bottle;person
281,37.937,77.74,12.7,2,bottle;bottle
282,38.073,80.39,12.7,1,bottle
283,38.205,78.91,12.72,1,bottle
284,38.339,80.06,12.71,1,bottle
285,38.473,80.31,12.69,1,bottle
286,38.606,79.98,12.69,1,bottle
287,38.74,80.75,12.68,1,bottle
288,38.874,81.02,12.66,1,bottle
289,39.007,80.55,12.65,2,bottle;bottle
290,39.134,74.44,12.67,2,person;bottle
291,39.271,77.43,12.68,4,bottle;person;person;bottle
292,39.402,75.75,12.69,3,cell phone;person;bottle
293,39.536,76.07,12.7,3,cell phone;person;bottle
294,39.67,76.03,12.72,4,cell phone;person;cell phone;bottle
295,39.802,74.93,12.75,3,cell phone;person;bottle
296,39.936,75.62,12.76,3,person;cell phone;bottle
297,40.069,75.64,12.78,4,person;cell phone;cell phone;bottle
298,40.203,75.83,12.78,3,cell phone;person;bottle
299,40.337,76.32,12.79,3,cell phone;person;bottle
300,40.471,77.03,12.79,3,cell phone;person;bottle
301,40.604,76.53,12.81,4,cell phone;cell phone;person;bottle
302,40.737,76.34,12.82,2,person;bottle
303,40.872,77.55,12.83,2,person;bottle
304,41.006,78.25,12.85,3,cell phone;person;bottle
305,41.138,76.43,12.86,2,person;bottle
306,41.273,78.55,12.87,2,person;bottle
307,41.407,78.32,12.86,2,person;bottle
308,41.539,77.91,12.87,2,person;bottle
309,41.674,78.89,12.87,3,person;bottle;cell phone
310,41.806,78.0,12.87,2,bottle;person
311,41.94,78.1,12.86,2,person;bottle
312,42.074,78.72,12.87,2,person;bottle
313,42.208,79.78,12.87,1,person
314,42.34,78.04,12.88,1,person
315,42.475,78.97,12.89,2,person;person
316,42.608,78.9,12.89,2,person;person
317,42.741,78.29,12.91,2,person;person
318,42.873,76.66,12.93,0,
319,43.007,78.12,12.95,0,
320,43.143,80.29,12.91,0,
321,43.278,81.59,12.89,0,
322,43.411,81.69,12.86,0,
323,43.545,81.68,12.83,0,
324,43.673,77.1,12.82,0,
325,43.81,80.07,12.79,0,
326,43.942,78.63,12.78,0,
327,44.078,81.22,12.75,0,
328,44.213,82.68,12.71,0,
329,44.345,81.04,12.68,0,
330,44.48,83.07,12.65,2,person;person
331,44.611,80.31,12.63,1,person
332,44.744,80.63,12.61,1,person
333,44.874,77.09,12.61,1,person
334,45.01,79.53,12.6,2,cup;person
335,45.142,77.4,12.6,2,person;cup
336,45.276,78.49,12.6,2,person;person
337,45.407,76.22,12.61,3,person;person;person
338,45.54,75.84,12.62,1,person
339,45.678,79.74,12.62,1,person
340,45.811,79.4,12.61,1,person
341,45.944,79.09,12.6,1,person
342,46.079,81.08,12.59,1,person
343,46.212,80.04,12.59,0,
344,46.346,81.15,12.57,0,
345,46.48,81.71,12.56,1,bottle
346,46.614,81.74,12.54,0,
347,46.748,82.0,12.52,1,bottle
348,46.878,79.31,12.51,0,
349,47.015,82.14,12.49,1,person
350,47.148,81.82,12.48,1,person
351,47.279,80.16,12.49,2,person;person
352,47.411,78.79,12.5,1,person
353,47.547,81.04,12.51,4,person;person;person;person
354,47.675,76.09,12.51,1,person
355,47.814,80.78,12.51,3,bottle;person;person
356,47.943,77.2,12.52,5,bottle;cell phone;person;person;person
357,48.075,75.83,12.54,2,person;person
358,48.21,77.33,12.57,1,person
359,48.345,78.5,12.59,2,person;person
360,48.48,79.52,12.61,1,person
361,48.613,80.1,12.61,2,person;cup
362,48.742,74.88,12.64,2,cup;person
363,48.877,76.8,12.64,1,person
364,49.013,79.57,12.64,1,person
365,49.146,79.23,12.63,2,person;cell phone
366,49.279,77.99,12.63,0,
367,49.413,79.01,12.62,1,bottle
368,49.547,79.87,12.59,0,
369,49.682,81.75,12.58,1,person
370,49.816,81.48,12.57,2,person;person
371,49.942,74.66,12.6,0,
372,50.081,80.03,12.6,0,
373,50.216,81.2,12.6,0,
374,50.351,82.33,12.59,0,
375,50.484,82.89,12.58,1,cell phone
376,50.617,81.77,12.58,1,person
377,50.75,81.48,12.59,0,
378,50.884,82.36,12.57,0,
379,51.016,80.33,12.58,0,
380,51.15,81.24,12.58,0,
381,51.281,78.97,12.59,0,
382,51.416,80.89,12.58,0,
383,51.548,79.68,12.59,0,
384,51.686,82.95,12.55,0,
385,51.821,85.48,12.52,0,
386,51.956,86.33,12.48,0,
387,52.082,79.96,12.46,0,
388,52.218,81.93,12.43,0,
389,52.353,83.71,12.4,0,
390,52.483,79.9,12.4,0,
391,52.615,78.5,12.41,0,
392,52.751,81.58,12.38,0,
393,52.887,84.14,12.34,0,
394,53.02,82.52,12.32,0,
395,53.154,84.04,12.3,0,
396,53.287,83.39,12.27,0,
397,53.421,83.55,12.25,0,
398,53.554,83.73,12.23,0,
399,53.689,84.69,12.22,0,
400,53.821,83.72,12.21,0,
401,53.954,83.85,12.16,0,
402,54.084,79.65,12.16,0,
403,54.218,80.6,12.16,0,
404,54.353,82.08,12.17,0,
405,54.486,81.75,12.17,0,
406,54.62,81.91,12.17,0,
407,54.758,86.72,12.15,0,
408,54.889,84.27,12.14,0,
409,55.019,80.95,12.13,0,
410,55.153,81.39,12.13,0,
411,55.285,80.05,12.13,0,
412,55.422,83.52,12.11,0,
413,55.554,82.17,12.1,0,
414,55.684,78.96,12.12,0,
415,55.819,80.6,12.14,0,
416,55.955,82.37,12.16,0,
417,56.09,81.4,12.16,0,
418,56.217,78.16,12.18,0,
419,56.354,81.37,12.19,0,
420,56.485,78.78,12.19,0,
421,56.62,80.64,12.18,0,
422,56.757,83.5,12.17,0,
423,56.89,83.9,12.17,0,
424,57.025,85.09,12.16,0,
425,57.15,77.43,12.19,0,
426,57.285,78.92,12.22,0,
427,57.421,81.38,12.23,0,
428,57.555,81.28,12.24,0,
429,57.689,81.73,12.25,0,
430,57.822,82.38,12.26,0,
