frame,timestamp_s,inference_ms,fps,n_detections,labels
71,11.058,85.15,11.8,0,
72,11.19,83.92,11.81,0,
73,11.324,84.65,11.8,0,
74,11.457,83.71,11.8,0,
75,11.591,84.86,11.8,0,
76,11.723,82.9,11.81,0,
77,11.857,83.79,11.81,0,
78,11.989,82.43,11.82,0,
79,12.122,81.99,11.84,0,
80,12.259,85.14,11.85,0,
81,12.392,84.62,11.85,0,
82,12.525,84.45,11.85,0,
83,12.656,82.05,11.86,0,
84,12.791,84.02,11.87,0,
85,12.923,82.27,11.89,0,
86,13.056,81.58,11.91,0,
87,13.192,84.76,11.9,0,
88,13.328,86.72,11.9,0,
89,13.459,84.19,11.9,0,
90,13.59,82.42,11.91,0,
91,13.725,83.78,11.91,0,
92,13.859,84.55,11.91,0,
93,13.993,84.54,11.91,0,
94,14.127,85.0,11.91,0,
95,14.257,81.61,11.93,0,
96,14.393,84.64,11.94,0,
97,14.527,85.53,11.93,0,
98,14.658,83.05,11.94,0,
99,14.792,83.3,11.94,0,
100,14.926,83.78,11.93,0,
101,15.06,84.0,11.93,0,
102,15.193,84.01,11.93,0,
103,15.326,83.95,11.93,0,
104,15.461,85.26,11.93,0,
105,15.594,84.93,11.93,0,
106,15.728,85.12,11.92,0,
107,15.86,83.46,11.92,0,
108,15.995,85.23,11.9,0,
109,16.127,84.37,11.89,0,
110,16.264,87.47,11.88,0,
111,16.395,84.55,11.88,0,
112,16.527,84.16,11.88,0,
113,16.66,83.01,11.88,0,
114,16.794,84.36,11.88,0,
115,16.928,84.68,11.87,0,
116,17.062,85.06,11.85,0,
117,17.195,84.52,11.85,0,
118,17.328,83.66,11.87,0,
119,17.462,84.19,11.87,0,
120,17.596,84.85,11.85,0,
121,17.729,84.71,11.85,0,
122,17.862,83.91,11.85,0,
123,17.996,84.47,11.85,0,
124,18.13,85.31,11.85,0,
125,18.263,84.36,11.84,0,
126,18.397,85.64,11.83,0,
127,18.529,84.33,11.84,0,
128,18.663,84.59,11.83,0,
129,18.797,85.47,11.82,0,
130,18.93,84.72,11.82,0,
131,19.063,84.46,11.82,0,
132,19.197,84.64,11.81,0,
133,19.33,84.84,11.81,0,
134,19.464,85.02,11.81,0,
135,19.597,84.38,11.81,0,
136,19.73,84.46,11.82,0,
137,19.864,84.27,11.81,0,
138,19.997,84.46,11.82,0,
139,20.132,85.58,11.81,0,
140,20.264,84.45,11.82,0,
141,20.399,85.81,11.82,0,
142,20.53,83.94,11.82,0,
143,20.664,84.42,11.81,0,
144,20.797,84.02,11.81,0,
145,20.931,84.54,11.82,0,
146,21.063,83.53,11.82,0,
147,21.198,84.56,11.82,0,
148,21.331,84.18,11.82,0,
149,21.467,86.52,11.81,0,
150,21.598,83.9,11.81,0,
151,21.732,84.45,11.81,0,
152,21.865,84.52,11.81,0,
153,21.998,84.13,11.81,0,
154,22.132,84.8,11.82,0,
155,22.266,84.86,11.81,0,
156,22.401,86.06,11.81,0,
157,22.532,84.09,11.81,0,
158,22.665,84.41,11.81,0,
159,22.799,84.61,11.82,0,
160,22.933,84.93,11.82,0,
161,23.067,85.25,11.81,0,
162,23.199,84.48,11.81,0,
163,23.33,82.15,11.83,0,
164,23.467,85.18,11.83,0,
165,23.6,84.87,11.82,0,
166,23.734,84.85,11.82,0,
167,23.867,84.89,11.82,0,
168,23.999,83.42,11.82,0,
169,24.132,83.35,11.83,0,
170,24.266,83.84,11.84,0,
171,24.402,85.91,11.84,0,
172,24.534,85.06,11.83,0,
173,24.667,84.45,11.83,0,
174,24.802,86.05,11.82,0,
175,24.935,85.67,11.82,0,
176,25.069,85.74,11.81,0,
177,25.201,84.52,11.81,0,
178,25.334,84.65,11.8,0,
179,25.469,85.45,11.81,0,
180,25.602,85.15,11.8,0,
181,25.735,84.69,11.8,0,
182,25.868,84.98,11.8,0,
183,26.001,84.62,11.8,0,
184,26.135,84.89,11.8,0,
185,26.269,85.27,11.79,0,
186,26.404,86.71,11.79,0,
187,26.536,85.03,11.79,0,
188,26.667,83.38,11.79,0,
189,26.803,85.17,11.79,0,
190,26.935,84.25,11.79,0,
191,27.069,84.85,11.79,0,
192,27.201,83.53,11.8,0,
193,27.336,84.93,11.79,0,
194,27.472,86.71,11.78,0,
195,27.603,84.8,11.78,0,
196,27.736,84.33,11.78,0,
197,27.87,85.18,11.78,0,
198,28.004,85.1,11.77,0,
199,28.137,85.19,11.76,0,
200,28.269,83.67,11.77,0,
201,28.404,85.17,11.77,0,
202,28.536,84.19,11.77,0,
203,28.669,83.59,11.78,0,
204,28.803,83.37,11.79,0,
205,28.936,83.82,11.8,0,
206,29.069,82.93,11.81,0,
207,29.203,83.89,11.81,0,
208,29.336,83.58,11.82,0,
209,29.469,83.01,11.83,0,
210,29.603,83.11,11.84,0,
211,29.736,82.53,11.85,0,
212,29.87,83.28,11.86,0,
213,30.005,85.01,11.86,0,
214,30.139,86.11,11.85,0,
215,30.273,86.17,11.85,0,
216,30.406,85.34,11.85,0,
217,30.539,85.03,11.85,0,
218,30.671,83.36,11.85,0,
219,30.804,83.58,11.86,0,
220,30.939,84.66,11.86,0,
221,31.072,84.65,11.86,0,
222,31.206,84.85,11.85,0,
223,31.339,84.92,11.85,0,
224,31.471,84.06,11.86,0,
225,31.606,84.48,11.87,0,
226,31.739,84.7,11.86,0,
227,31.872,84.41,11.87,0,
228,32.005,84.1,11.87,0,
229,32.14,85.34,11.87,0,
230,32.274,85.67,11.86,0,
231,32.407,85.46,11.86,0,
232,32.539,83.63,11.86,0,
233,32.672,83.68,11.86,0,
234,32.807,85.23,11.85,0,
235,32.94,84.62,11.85,0,
236,33.073,84.03,11.85,0,
237,33.207,85.29,11.84,0,
238,33.341,85.57,11.83,0,
239,33.474,84.58,11.82,0,
240,33.607,84.4,11.82,0,
241,33.741,84.78,11.81,0,
242,33.874,85.12,11.8,0,
243,34.007,84.61,11.8,0,
244,34.14,84.39,11.81,0,
245,34.275,85.69,11.81,0,
246,34.41,86.69,11.8,0,
247,34.541,84.35,11.81,0,
248,34.674,84.12,11.8,0,
249,34.809,85.48,11.79,0,
250,34.942,85.23,11.79,0,
251,35.074,83.61,11.8,0,
252,35.21,86.28,11.79,0,
253,35.34,83.07,11.8,0,
254,35.475,84.47,11.8,0,
255,35.608,84.29,11.8,0,
256,35.742,84.77,11.8,0,
257,35.876,84.57,11.8,0,
258,36.009,85.21,11.79,0,
259,36.141,83.68,11.8,0,
260,36.275,83.51,11.81,0,
261,36.409,84.76,11.81,0,
262,36.544,85.96,11.8,0,
263,36.677,85.89,11.79,1,cell phone
264,36.808,83.43,11.8,0,
265,36.943,84.88,11.8,0,
266,37.077,85.01,11.79,0,
267,37.208,83.36,11.8,0,
268,37.342,83.21,11.81,0,
269,37.477,84.62,11.81,0,
270,37.609,83.62,11.82,0,
271,37.744,84.7,11.82,0,
272,37.877,84.36,11.82,0,
273,38.009,83.47,11.83,0,
274,38.144,84.21,11.83,0,
275,38.278,85.02,11.83,0,
276,38.41,84.08,11.84,0,
277,38.543,83.86,11.84,1,cell phone
278,38.676,82.91,11.85,0,
279,38.81,83.98,11.86,0,
280,38.943,83.43,11.87,0,
281,39.075,81.66,11.88,0,
282,39.209,82.71,11.89,0,
283,39.342,82.32,11.9,0,
284,39.475,82.22,11.91,0,
285,39.61,83.33,11.91,1,cell phone
286,39.745,84.55,11.91,0,
287,39.879,84.74,11.91,0,
288,40.011,83.21,11.92,0,
289,40.145,84.49,11.92,0,
290,40.279,84.85,11.91,0,
291,40.411,83.87,11.91,0,
292,40.544,82.54,11.93,0,
293,40.677,83.06,11.94,0,
294,40.811,83.42,11.94,0,
295,40.944,82.79,11.95,0,
296,41.078,83.76,11.96,0,
297,41.212,84.06,11.96,0,
298,41.347,85.28,11.95,0,
299,41.479,84.31,11.95,2,cell phone;cell phone
300,41.61,82.32,11.95,0,
301,41.744,82.75,11.96,0,
302,41.879,83.96,11.97,0,
303,42.011,82.73,11.97,0,
304,42.147,85.17,11.96,0,
305,42.28,84.74,11.97,0,
306,42.413,84.51,11.96,1,cell phone
307,42.546,83.4,11.97,0,
308,42.678,82.64,11.97,0,
309,42.812,82.89,11.97,0,
310,42.945,82.51,11.98,0,
311,43.081,84.96,11.96,0,
312,43.212,83.03,11.96,0,
313,43.346,83.16,11.96,0,
314,43.48,83.96,11.95,0,
315,43.612,82.66,11.95,0,
316,43.748,84.69,11.95,0,
317,43.881,84.24,11.95,0,
318,44.014,84.44,11.95,0,
319,44.146,82.92,11.95,0,
320,44.282,85.12,11.95,0,
321,44.416,86.0,11.94,0,
322,44.55,86.35,11.92,0,
323,44.682,85.13,11.91,1,cell phone
324,44.814,83.96,11.91,1,cell phone
325,44.947,83.26,11.91,0,
326,45.082,84.73,11.91,0,
327,45.216,84.99,11.9,0,
328,45.348,83.76,11.91,0,
329,45.482,84.45,11.91,0,
330,45.616,85.04,11.89,0,
331,45.749,84.94,11.88,0,
332,45.883,84.75,11.88,0,
333,46.016,84.48,11.87,0,
334,46.15,85.13,11.87,0,
335,46.283,84.96,11.87,0,
336,46.417,85.68,11.87,0,
337,46.549,83.67,11.86,0,
338,46.683,84.35,11.86,0,
339,46.818,86.05,11.84,0,
340,46.949,83.95,11.84,0,
341,47.082,83.55,11.84,0,
342,47.217,85.25,11.83,0,
343,47.351,85.11,11.82,0,
344,47.483,83.62,11.82,1,cell phone
345,47.616,83.25,11.82,1,cell phone
346,47.75,83.74,11.83,1,cell phone
347,47.883,83.43,11.83,1,cell phone
348,48.016,83.69,11.83,1,cell phone
349,48.15,83.85,11.83,0,
350,48.283,83.74,11.84,1,cell phone
351,48.417,83.66,11.85,0,
352,48.55,83.62,11.86,3,cell phone;cell phone;cell phone
353,48.682,82.28,11.87,0,
354,48.817,83.64,11.87,0,
355,48.951,84.08,11.87,0,
356,49.085,84.8,11.87,0,
357,49.216,82.46,11.88,0,
358,49.352,84.76,11.88,0,
359,49.483,82.41,11.89,0,
360,49.618,83.79,11.89,0,
361,49.753,85.99,11.89,0,
362,49.886,84.87,11.89,0,
363,50.017,83.17,11.89,0,
364,50.15,82.1,11.91,0,
365,50.283,82.29,11.92,0,
366,50.419,84.31,11.93,0,
367,50.552,83.97,11.92,0,
368,50.683,81.86,11.94,0,
369,50.817,82.19,11.95,0,
370,50.951,82.96,11.96,0,
371,51.085,83.52,11.96,0,
372,51.219,83.7,11.97,0,
373,51.354,85.44,11.97,0,
374,51.489,87.3,11.95,0,
375,51.622,87.03,11.93,0,
376,51.755,86.48,11.92,0,
377,51.889,86.2,11.9,0,
378,52.023,86.87,11.89,0,
379,52.156,87.16,11.87,0,
380,52.291,88.6,11.85,0,
381,52.42,84.09,11.85,0,
382,52.555,85.43,11.84,0,
383,52.696,93.4,11.79,0,
384,52.868,98.22,11.72,0,
385,53.038,100.65,11.65,0,
386,53.206,102.15,11.57,0,
387,53.372,100.8,11.49,0,
388,53.522,84.74,11.49,0,
389,53.656,85.76,11.47,0,
390,53.791,86.67,11.46,0,
391,53.922,84.64,11.47,0,
392,54.055,84.67,11.47,0,
393,54.189,84.95,11.46,0,
394,54.322,84.34,11.45,0,
395,54.455,84.04,11.44,0,
396,54.603,98.19,11.38,0,
397,54.766,94.42,11.34,0,
398,54.891,86.95,11.31,0,
399,55.026,87.38,11.29,0,
400,55.157,85.89,11.28,0,
401,55.288,83.29,11.28,0,
402,55.425,86.69,11.27,0,
403,55.556,84.39,11.27,0,
404,55.691,85.69,11.28,0,
405,55.824,84.85,11.29,0,
406,55.955,83.35,11.3,0,
407,56.093,87.37,11.3,0,
408,56.235,95.84,11.26,0,
409,56.399,93.19,11.23,0,
410,56.525,85.97,11.24,0,
411,56.656,83.86,11.25,0,
412,56.792,85.96,11.24,0,
413,56.926,86.11,11.27,0,
414,57.057,83.82,11.34,0,
415,57.19,84.32,11.41,0,
416,57.324,84.18,11.48,0,
417,57.459,85.61,11.55,0,
418,57.59,83.78,11.56,0,
