frame,timestamp_s,inference_ms,fps,n_detections,avg_confidence,avg_depth_m,avg_area_px
480,48.413,39.46,25.69,1,0.8086,0.424,20898.0
481,48.513,39.86,25.69,1,0.7584,0.473,18219.0
482,48.613,39.39,25.68,1,0.8339,0.499,5744.0
483,48.713,39.35,25.68,1,0.7551,0.502,592.0
484,48.812,38.14,25.71,0,0.0,0.0,0.0
485,48.911,37.38,25.75,0,0.0,0.0,0.0
486,49.012,38.49,25.76,0,0.0,0.0,0.0
487,49.114,39.41,25.75,0,0.0,0.0,0.0
488,49.214,39.93,25.71,1,0.739,0.216,1005.0
489,49.312,38.61,25.72,0,0.0,0.0,0.0
490,49.414,39.58,25.72,0,0.0,0.0,0.0
491,49.514,40.16,25.69,0,0.0,0.0,0.0
492,49.615,40.7,25.65,0,0.0,0.0,0.0
493,49.714,40.18,25.65,0,0.0,0.0,0.0
494,49.815,40.28,25.63,0,0.0,0.0,0.0
495,49.914,39.54,25.62,0,0.0,0.0,0.0
496,50.015,40.06,25.59,0,0.0,0.0,0.0
497,50.114,39.45,25.58,0,0.0,0.0,0.0
498,50.215,39.86,25.54,0,0.0,0.0,0.0
499,50.307,33.99,25.62,0,0.0,0.0,0.0
500,50.414,39.2,25.61,0,0.0,0.0,0.0
501,50.516,40.2,25.6,0,0.0,0.0,0.0
502,50.612,38.1,25.57,0,0.0,0.0,0.0
503,50.716,40.5,25.54,0,0.0,0.0,0.0
504,50.816,40.43,25.51,0,0.0,0.0,0.0
505,50.913,38.41,25.53,0,0.0,0.0,0.0
506,51.014,38.87,25.54,0,0.0,0.0,0.0
507,51.115,40.12,25.51,0,0.0,0.0,0.0
508,51.215,40.47,25.46,0,0.0,0.0,0.0
509,51.315,40.21,25.42,0,0.0,0.0,0.0
510,51.416,40.95,25.38,0,0.0,0.0,0.0
511,51.516,41.27,25.35,0,0.0,0.0,0.0
512,51.616,41.21,25.32,0,0.0,0.0,0.0
513,51.717,41.91,25.26,0,0.0,0.0,0.0
514,51.818,41.9,25.18,0,0.0,0.0,0.0
515,51.917,42.35,25.08,0,0.0,0.0,0.0
516,52.016,42.07,25.0,0,0.0,0.0,0.0
517,52.118,43.74,24.91,0,0.0,0.0,0.0
518,52.218,42.94,24.85,0,0.0,0.0,0.0
519,52.318,42.76,24.76,0,0.0,0.0,0.0
520,52.417,41.06,24.73,0,0.0,0.0,0.0
521,52.516,40.25,24.73,0,0.0,0.0,0.0
522,52.611,36.12,24.83,0,0.0,0.0,0.0
523,52.716,40.21,24.83,0,0.0,0.0,0.0
524,52.817,40.47,24.82,0,0.0,0.0,0.0
525,52.917,40.85,24.79,0,0.0,0.0,0.0
526,53.013,38.08,24.84,0,0.0,0.0,0.0
527,53.117,41.39,24.8,0,0.0,0.0,0.0
528,53.218,41.46,24.76,0,0.0,0.0,0.0
529,53.318,41.3,24.61,0,0.0,0.0,0.0
530,53.418,41.43,24.57,0,0.0,0.0,0.0
531,53.517,40.76,24.56,0,0.0,0.0,0.0
532,53.618,41.18,24.5,0,0.0,0.0,0.0
533,53.716,40.13,24.5,0,0.0,0.0,0.0
534,53.818,40.44,24.5,0,0.0,0.0,0.0
535,53.918,40.25,24.47,0,0.0,0.0,0.0
536,54.018,40.29,24.44,0,0.0,0.0,0.0
537,54.118,40.33,24.43,0,0.0,0.0,0.0
538,54.217,39.1,24.46,0,0.0,0.0,0.0
539,54.315,38.78,24.49,0,0.0,0.0,0.0
540,54.417,40.51,24.5,0,0.0,0.0,0.0
541,54.518,41.33,24.5,0,0.0,0.0,0.0
542,54.618,42.32,24.48,0,0.0,0.0,0.0
543,54.721,44.77,24.42,0,0.0,0.0,0.0
544,54.822,45.85,24.34,0,0.0,0.0,0.0
545,54.921,45.03,24.29,0,0.0,0.0,0.0
546,55.021,44.51,24.24,0,0.0,0.0,0.0
547,55.119,42.67,24.26,0,0.0,0.0,0.0
548,55.22,44.08,24.24,0,0.0,0.0,0.0
549,55.321,44.74,24.2,0,0.0,0.0,0.0
550,55.421,44.75,24.13,0,0.0,0.0,0.0
551,55.52,44.15,24.05,0,0.0,0.0,0.0
552,55.612,36.96,24.04,0,0.0,0.0,0.0
553,55.716,40.96,24.02,0,0.0,0.0,0.0
554,55.822,45.16,23.93,0,0.0,0.0,0.0
555,55.922,44.64,23.86,0,0.0,0.0,0.0
556,56.02,43.48,23.76,0,0.0,0.0,0.0
557,56.122,45.29,23.68,0,0.0,0.0,0.0
558,56.222,45.34,23.61,0,0.0,0.0,0.0
559,56.323,46.12,23.52,0,0.0,0.0,0.0
560,56.422,44.39,23.47,0,0.0,0.0,0.0
561,56.524,46.01,23.37,0,0.0,0.0,0.0
562,56.623,46.07,23.28,0,0.0,0.0,0.0
563,56.721,44.11,23.21,0,0.0,0.0,0.0
564,56.822,44.54,23.14,0,0.0,0.0,0.0
565,56.922,44.83,23.06,0,0.0,0.0,0.0
566,57.025,46.18,22.95,0,0.0,0.0,0.0
567,57.123,45.5,22.86,0,0.0,0.0,0.0
568,57.222,44.56,22.77,0,0.0,0.0,0.0
569,57.322,44.97,22.66,0,0.0,0.0,0.0
570,57.421,43.05,22.62,0,0.0,0.0,0.0
571,57.523,45.25,22.55,0,0.0,0.0,0.0
572,57.623,45.11,22.5,0,0.0,0.0,0.0
573,57.723,45.3,22.5,0,0.0,0.0,0.0
574,57.822,44.12,22.52,0,0.0,0.0,0.0
575,57.922,44.06,22.54,0,0.0,0.0,0.0
576,58.023,45.13,22.53,0,0.0,0.0,0.0
577,58.124,45.51,22.48,0,0.0,0.0,0.0
578,58.224,45.62,22.46,0,0.0,0.0,0.0
579,58.323,44.2,22.47,0,0.0,0.0,0.0
580,58.423,43.81,22.48,0,0.0,0.0,0.0
581,58.522,41.99,22.52,0,0.0,0.0,0.0
582,58.621,40.47,22.46,0,0.0,0.0,0.0
583,58.722,40.26,22.47,0,0.0,0.0,0.0
584,58.82,39.12,22.57,0,0.0,0.0,0.0
585,58.915,34.65,22.74,0,0.0,0.0,0.0
586,59.02,37.22,22.85,0,0.0,0.0,0.0
587,59.119,37.76,22.98,0,0.0,0.0,0.0
588,59.215,34.48,23.18,0,0.0,0.0,0.0
589,59.319,38.12,23.32,1,0.7015,0.565,17598.0
590,59.421,38.61,23.43,1,0.7938,0.574,20981.0
591,59.518,36.34,23.61,1,0.7938,0.584,19987.0
592,59.619,37.51,23.77,1,0.799,0.582,20020.0
593,59.721,38.76,23.87,1,0.7957,0.577,19752.0
594,59.816,34.96,24.05,1,0.8013,0.581,19790.0
595,59.916,35.15,24.24,1,0.8021,0.573,20169.0
596,60.015,34.04,24.48,1,0.8138,0.573,20185.0
597,60.119,37.93,24.63,1,0.819,0.569,20418.0
598,60.217,36.28,24.8,1,0.8106,0.566,20661.0
599,60.317,36.19,24.98,1,0.8104,0.568,20743.0
600,60.42,37.9,25.09,1,0.807,0.57,20760.0
601,60.522,39.64,25.21,1,0.8163,0.57,20789.0
602,60.617,35.48,25.41,1,0.8276,0.566,20915.0
603,60.72,38.11,25.57,1,0.834,0.561,21454.0
604,60.817,35.78,25.75,1,0.831,0.558,21938.0
605,60.921,38.33,25.88,1,0.7738,0.536,20013.0
606,61.022,39.37,26.01,1,0.6746,0.527,2538.0
607,61.12,37.92,26.18,0,0.0,0.0,0.0
608,61.22,39.03,26.33,0,0.0,0.0,0.0
609,61.322,40.77,26.41,0,0.0,0.0,0.0
610,61.424,41.76,26.46,0,0.0,0.0,0.0
611,61.524,41.46,26.47,0,0.0,0.0,0.0
612,61.624,42.08,26.43,0,0.0,0.0,0.0
613,61.723,40.58,26.42,0,0.0,0.0,0.0
614,61.824,41.58,26.37,0,0.0,0.0,0.0
615,61.924,41.67,26.21,0,0.0,0.0,0.0
616,62.024,42.65,26.08,0,0.0,0.0,0.0
617,62.125,42.67,25.97,0,0.0,0.0,0.0
618,62.222,39.75,25.85,0,0.0,0.0,0.0
619,62.324,41.53,25.78,0,0.0,0.0,0.0
620,62.425,41.76,25.71,0,0.0,0.0,0.0
621,62.526,42.4,25.57,0,0.0,0.0,0.0
622,62.617,35.45,25.62,0,0.0,0.0,0.0
623,62.72,37.68,25.64,0,0.0,0.0,0.0
624,62.817,35.04,25.64,0,0.0,0.0,0.0
625,62.922,38.68,25.56,0,0.0,0.0,0.0
626,63.024,39.84,25.44,0,0.0,0.0,0.0
627,63.123,39.71,25.4,0,0.0,0.0,0.0
628,63.223,41.13,25.3,0,0.0,0.0,0.0
629,63.326,44.05,25.13,0,0.0,0.0,0.0
630,63.427,44.81,24.99,0,0.0,0.0,0.0
631,63.528,45.71,24.86,0,0.0,0.0,0.0
632,63.628,45.47,24.66,0,0.0,0.0,0.0
633,63.726,44.14,24.53,0,0.0,0.0,0.0
634,63.828,45.7,24.34,0,0.0,0.0,0.0
635,63.928,45.82,24.19,0,0.0,0.0,0.0
636,64.025,42.68,24.12,0,0.0,0.0,0.0
637,64.129,46.2,23.97,0,0.0,0.0,0.0
638,64.227,43.89,23.87,0,0.0,0.0,0.0
639,64.327,44.21,23.81,0,0.0,0.0,0.0
640,64.426,43.35,23.78,0,0.0,0.0,0.0
641,64.527,43.93,23.73,0,0.0,0.0,0.0
642,64.625,42.4,23.73,0,0.0,0.0,0.0
643,64.717,35.34,23.82,0,0.0,0.0,0.0
644,64.824,40.92,23.84,0,0.0,0.0,0.0
645,64.926,42.73,23.82,0,0.0,0.0,0.0
646,65.027,43.68,23.8,0,0.0,0.0,0.0
647,65.13,46.42,23.73,0,0.0,0.0,0.0
648,65.226,43.08,23.66,0,0.0,0.0,0.0
649,65.326,42.55,23.64,0,0.0,0.0,0.0
650,65.427,42.98,23.62,0,0.0,0.0,0.0
651,65.528,43.8,23.6,0,0.0,0.0,0.0
652,65.629,44.89,23.42,0,0.0,0.0,0.0
653,65.728,44.13,23.3,0,0.0,0.0,0.0
654,65.829,44.96,23.13,0,0.0,0.0,0.0
655,65.919,36.32,23.17,0,0.0,0.0,0.0
656,66.022,38.89,23.19,0,0.0,0.0,0.0
657,66.124,41.14,23.16,0,0.0,0.0,0.0
658,66.225,40.94,23.16,0,0.0,0.0,0.0
659,66.325,41.23,23.21,0,0.0,0.0,0.0
660,66.427,42.61,23.25,0,0.0,0.0,0.0
